dimension,segment,period,users,visits,meaningful_visits,meaningful_rate,product_visits,product_rate,catalog_landing_visits,catalog_to_product_visits,catalog_to_product_rate,intent_visits,intent_rate,intent_confidence
country,Бенин,Все периоды,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Босния и Герцеговина,Все периоды,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Венесуэла,Все периоды,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Гамбия,Все периоды,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Гана,Все периоды,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Демократическая Республика Конго,Все периоды,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Доминика,Все периоды,1,1,1,1.0,1,1.0,1,1,1.0,0,0.0,Недостаточно данных
country,Зимбабве,Все периоды,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Иран,Все периоды,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Лихтенштейн,Все периоды,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Мавритания,Все периоды,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Мексика,Все периоды,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Мозамбик,Все периоды,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Нигерия,Все периоды,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Палестинские территории,Все периоды,1,1,1,1.0,1,1.0,1,1,1.0,0,0.0,Недостаточно данных
country,Словения,Все периоды,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Сьерра-Леоне,Все периоды,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Таджикистан,Все периоды,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Танзания,Все периоды,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Уганда,Все периоды,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Россия,Низкий объём · июнь–июль,233,326,196,0.6012269938650306,128,0.39263803680981596,24,4,0.16666666666666666,3,0.009202453987730062,Недостаточно данных
country,ОАЭ,Низкий объём · июнь–июль,136,167,125,0.7485029940119761,113,0.6766467065868264,41,13,0.3170731707317073,3,0.017964071856287425,Недостаточно данных
country,Таиланд,Низкий объём · июнь–июль,43,72,34,0.4722222222222222,10,0.1388888888888889,9,4,0.4444444444444444,0,0.0,Недостаточно данных
country,Соединенные Штаты,Низкий объём · июнь–июль,56,65,25,0.38461538461538464,18,0.27692307692307694,9,5,0.5555555555555556,5,0.07692307692307693,Недостаточно данных
country,Черногория,Низкий объём · июнь–июль,7,23,17,0.7391304347826086,5,0.21739130434782608,0,0,,0,0.0,Недостаточно данных
country,Нидерланды,Низкий объём · июнь–июль,19,22,9,0.4090909090909091,5,0.22727272727272727,2,0,0.0,0,0.0,Недостаточно данных
country,Беларусь,Низкий объём · июнь–июль,10,13,8,0.6153846153846154,5,0.38461538461538464,2,0,0.0,0,0.0,Недостаточно данных
country,Великобритания,Низкий объём · июнь–июль,7,9,6,0.6666666666666666,6,0.6666666666666666,4,2,0.5,1,0.1111111111111111,Недостаточно данных
country,Германия,Низкий объём · июнь–июль,8,8,5,0.625,3,0.375,1,1,1.0,0,0.0,Недостаточно данных
country,Израиль,Низкий объём · июнь–июль,2,7,2,0.2857142857142857,2,0.2857142857142857,6,1,0.16666666666666666,0,0.0,Недостаточно данных
country,Индия,Низкий объём · июнь–июль,5,7,1,0.14285714285714285,1,0.14285714285714285,4,0,0.0,0,0.0,Недостаточно данных
country,Бразилия,Низкий объём · июнь–июль,2,6,5,0.8333333333333334,5,0.8333333333333334,0,0,,0,0.0,Недостаточно данных
country,Литва,Низкий объём · июнь–июль,2,6,6,1.0,6,1.0,0,0,,0,0.0,Недостаточно данных
country,Франция,Низкий объём · июнь–июль,4,6,3,0.5,3,0.5,0,0,,0,0.0,Недостаточно данных
country,Чехия,Низкий объём · июнь–июль,6,6,5,0.8333333333333334,4,0.6666666666666666,1,1,1.0,0,0.0,Недостаточно данных
country,Ирландия,Низкий объём · июнь–июль,5,5,1,0.2,1,0.2,3,0,0.0,0,0.0,Недостаточно данных
country,Испания,Низкий объём · июнь–июль,4,5,3,0.6,3,0.6,1,0,0.0,0,0.0,Недостаточно данных
country,Италия,Низкий объём · июнь–июль,2,5,5,1.0,5,1.0,1,1,1.0,0,0.0,Недостаточно данных
country,Швейцария,Низкий объём · июнь–июль,3,5,2,0.4,2,0.4,0,0,,1,0.2,Недостаточно данных
country,Индонезия,Низкий объём · июнь–июль,2,4,4,1.0,4,1.0,0,0,,0,0.0,Недостаточно данных
country,Канада,Низкий объём · июнь–июль,4,4,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Турция,Низкий объём · июнь–июль,4,4,3,0.75,3,0.75,2,1,0.5,0,0.0,Недостаточно данных
country,Австралия,Низкий объём · июнь–июль,2,3,1,0.3333333333333333,1,0.3333333333333333,0,0,,0,0.0,Недостаточно данных
country,Болгария,Низкий объём · июнь–июль,2,3,2,0.6666666666666666,1,0.3333333333333333,1,0,0.0,0,0.0,Недостаточно данных
country,Дания,Низкий объём · июнь–июль,3,3,3,1.0,3,1.0,1,1,1.0,0,0.0,Недостаточно данных
country,Польша,Низкий объём · июнь–июль,2,3,3,1.0,2,0.6666666666666666,3,2,0.6666666666666666,0,0.0,Недостаточно данных
country,Бангладеш,Низкий объём · июнь–июль,2,2,1,0.5,0,0.0,2,0,0.0,0,0.0,Недостаточно данных
country,Бельгия,Низкий объём · июнь–июль,2,2,1,0.5,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Вьетнам,Низкий объём · июнь–июль,2,2,1,0.5,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Молдова,Низкий объём · июнь–июль,2,2,1,0.5,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Сингапур,Низкий объём · июнь–июль,2,2,2,1.0,2,1.0,0,0,,0,0.0,Недостаточно данных
country,Узбекистан,Низкий объём · июнь–июль,2,2,1,0.5,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Албания,Низкий объём · июнь–июль,1,1,1,1.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Венгрия,Низкий объём · июнь–июль,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Катар,Низкий объём · июнь–июль,1,1,1,1.0,1,1.0,1,1,1.0,0,0.0,Недостаточно данных
country,Китай,Низкий объём · июнь–июль,1,1,1,1.0,1,1.0,0,0,,0,0.0,Недостаточно данных
country,Неизвестно,Низкий объём · июнь–июль,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Республика Корея,Низкий объём · июнь–июль,1,1,1,1.0,1,1.0,0,0,,0,0.0,Недостаточно данных
country,Сербия,Низкий объём · июнь–июль,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Финляндия,Низкий объём · июнь–июль,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Швеция,Низкий объём · июнь–июль,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Россия,Органика · март,435,562,293,0.5213523131672598,223,0.39679715302491103,69,15,0.21739130434782608,2,0.0035587188612099642,Недостаточно данных
country,ОАЭ,Органика · март,157,171,74,0.4327485380116959,68,0.39766081871345027,133,41,0.3082706766917293,1,0.005847953216374269,Недостаточно данных
country,Соединенные Штаты,Органика · март,44,59,31,0.5254237288135594,31,0.5254237288135594,14,5,0.35714285714285715,1,0.01694915254237288,Недостаточно данных
country,Нидерланды,Органика · март,48,56,28,0.5,22,0.39285714285714285,7,1,0.14285714285714285,1,0.017857142857142856,Недостаточно данных
country,Польша,Органика · март,20,38,17,0.4473684210526316,17,0.4473684210526316,23,11,0.4782608695652174,0,0.0,Недостаточно данных
country,Германия,Органика · март,30,35,18,0.5142857142857142,14,0.4,5,1,0.2,0,0.0,Недостаточно данных
country,Черногория,Органика · март,5,19,10,0.5263157894736842,7,0.3684210526315789,2,0,0.0,0,0.0,Недостаточно данных
country,Неизвестно,Органика · март,12,18,15,0.8333333333333334,15,0.8333333333333334,3,2,0.6666666666666666,0,0.0,Недостаточно данных
country,Индонезия,Органика · март,10,15,8,0.5333333333333333,8,0.5333333333333333,7,1,0.14285714285714285,0,0.0,Недостаточно данных
country,Франция,Органика · март,5,12,5,0.4166666666666667,3,0.25,9,1,0.1111111111111111,0,0.0,Недостаточно данных
country,Беларусь,Органика · март,7,11,7,0.6363636363636364,7,0.6363636363636364,3,2,0.6666666666666666,0,0.0,Недостаточно данных
country,Норвегия,Органика · март,6,9,7,0.7777777777777778,4,0.4444444444444444,2,1,0.5,1,0.1111111111111111,Недостаточно данных
country,Австрия,Органика · март,8,8,3,0.375,3,0.375,1,0,0.0,0,0.0,Недостаточно данных
country,Великобритания,Органика · март,7,8,5,0.625,5,0.625,1,1,1.0,0,0.0,Недостаточно данных
country,Египет,Органика · март,7,8,5,0.625,3,0.375,1,1,1.0,0,0.0,Недостаточно данных
country,Италия,Органика · март,7,8,4,0.5,4,0.5,2,1,0.5,0,0.0,Недостаточно данных
country,Финляндия,Органика · март,7,8,3,0.375,2,0.25,1,0,0.0,0,0.0,Недостаточно данных
country,Литва,Органика · март,5,6,4,0.6666666666666666,4,0.6666666666666666,0,0,,0,0.0,Недостаточно данных
country,Армения,Органика · март,5,5,4,0.8,4,0.8,2,1,0.5,0,0.0,Недостаточно данных
country,Вьетнам,Органика · март,5,5,2,0.4,2,0.4,2,0,0.0,0,0.0,Недостаточно данных
country,Индия,Органика · март,4,5,3,0.6,3,0.6,4,2,0.5,0,0.0,Недостаточно данных
country,Канада,Органика · март,3,5,1,0.2,1,0.2,1,0,0.0,0,0.0,Недостаточно данных
country,Кипр,Органика · март,5,5,5,1.0,3,0.6,0,0,,0,0.0,Недостаточно данных
country,Сербия,Органика · март,2,5,5,1.0,5,1.0,1,1,1.0,0,0.0,Недостаточно данных
country,Турция,Органика · март,5,5,3,0.6,3,0.6,3,1,0.3333333333333333,0,0.0,Недостаточно данных
country,Швеция,Органика · март,5,5,3,0.6,3,0.6,1,0,0.0,0,0.0,Недостаточно данных
country,Ирландия,Органика · март,4,4,0,0.0,0,0.0,2,0,0.0,0,0.0,Недостаточно данных
country,Таиланд,Органика · март,2,4,1,0.25,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Чехия,Органика · март,3,4,3,0.75,3,0.75,1,1,1.0,0,0.0,Недостаточно данных
country,Казахстан,Органика · март,3,3,2,0.6666666666666666,1,0.3333333333333333,0,0,,0,0.0,Недостаточно данных
country,Сингапур,Органика · март,3,3,1,0.3333333333333333,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Грузия,Органика · март,2,2,2,1.0,1,0.5,0,0,,0,0.0,Недостаточно данных
country,Израиль,Органика · март,2,2,2,1.0,2,1.0,2,2,1.0,0,0.0,Недостаточно данных
country,Словакия,Органика · март,1,2,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Узбекистан,Органика · март,2,2,2,1.0,2,1.0,2,2,1.0,0,0.0,Недостаточно данных
country,Швейцария,Органика · март,2,2,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Австралия,Органика · март,1,1,1,1.0,1,1.0,1,1,1.0,0,0.0,Недостаточно данных
country,Албания,Органика · март,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Аргентина,Органика · март,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Бельгия,Органика · март,1,1,1,1.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Болгария,Органика · март,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Венгрия,Органика · март,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Греция,Органика · март,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Дания,Органика · март,1,1,1,1.0,1,1.0,0,0,,0,0.0,Недостаточно данных
country,Испания,Органика · март,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Катар,Органика · март,1,1,1,1.0,1,1.0,0,0,,0,0.0,Недостаточно данных
country,Ливан,Органика · март,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,Молдова,Органика · март,1,1,1,1.0,1,1.0,0,0,,0,0.0,Недостаточно данных
country,Республика Корея,Органика · март,1,1,1,1.0,1,1.0,0,0,,0,0.0,Недостаточно данных
country,Япония,Органика · март,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
country,ОАЭ,Разрыв данных · апрель–июнь,8,19,2,0.10526315789473684,2,0.10526315789473684,13,0,0.0,0,0.0,Недостаточно данных
country,Индия,Разрыв данных · апрель–июнь,1,4,0,0.0,0,0.0,4,0,0.0,0,0.0,Недостаточно данных
country,Нидерланды,Разрыв данных · апрель–июнь,1,1,1,1.0,1,1.0,0,0,,0,0.0,Недостаточно данных
country,Россия,Разрыв данных · апрель–июнь,1,1,0,0.0,0,0.0,1,0,0.0,0,0.0,Недостаточно данных
country,Соединенные Штаты,Разрыв данных · апрель–июнь,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
device,Мобильный,Волна 1 · январь–февраль,19161,21986,2184,0.09933594105339762,1894,0.08614572910033658,20548,840,0.040879890986957365,240,0.010916037478395342,Можно сравнивать
device,Компьютер,Волна 1 · январь–февраль,185,295,124,0.42033898305084744,79,0.2677966101694915,64,10,0.15625,19,0.06440677966101695,Недостаточно данных
device,Планшет,Волна 1 · январь–февраль,114,124,8,0.06451612903225806,8,0.06451612903225806,117,1,0.008547008547008548,0,0.0,Недостаточно данных
device,Мобильный,Волна 2 · апрель,24511,33378,2724,0.08161064174006831,2425,0.07265264545509018,31959,1389,0.043461935604993895,233,0.00698064593444784,Можно сравнивать
device,Компьютер,Волна 2 · апрель,151,195,80,0.41025641025641024,52,0.26666666666666666,42,4,0.09523809523809523,2,0.010256410256410256,Недостаточно данных
device,Планшет,Волна 2 · апрель,53,57,1,0.017543859649122806,1,0.017543859649122806,56,1,0.017857142857142856,0,0.0,Недостаточно данных
device,Мобильный,Все периоды,44658,57049,5848,0.10250836999772125,5061,0.0887132114498063,52914,2356,0.044525078429149184,491,0.008606636400287472,Можно сравнивать
device,Компьютер,Все периоды,507,760,328,0.43157894736842106,209,0.275,142,17,0.11971830985915492,22,0.02894736842105263,Слабый сигнал
device,Планшет,Все периоды,176,193,15,0.07772020725388601,14,0.07253886010362694,179,4,0.0223463687150838,0,0.0,Недостаточно данных
device,Мобильный,Низкий объём · июнь–июль,476,675,429,0.6355555555555555,312,0.4622222222222222,113,34,0.3008849557522124,12,0.017777777777777778,Недостаточно данных
device,Компьютер,Низкий объём · июнь–июль,100,129,53,0.4108527131782946,29,0.2248062015503876,7,1,0.14285714285714285,1,0.007751937984496124,Недостаточно данных
device,Планшет,Низкий объём · июнь–июль,3,4,3,0.75,3,0.75,2,2,1.0,0,0.0,Недостаточно данных
device,Мобильный,Органика · март,767,984,508,0.516260162601626,427,0.4339430894308943,276,93,0.33695652173913043,6,0.006097560975609756,Недостаточно данных
device,Компьютер,Органика · март,97,141,71,0.5035460992907801,49,0.3475177304964539,29,2,0.06896551724137931,0,0.0,Недостаточно данных
device,Планшет,Органика · март,6,8,3,0.375,2,0.25,4,0,0.0,0,0.0,Недостаточно данных
device,Мобильный,Разрыв данных · апрель–июнь,11,26,3,0.11538461538461539,3,0.11538461538461539,18,0,0.0,0,0.0,Недостаточно данных
landing_type,catalog,Волна 1 · январь–февраль,18222,20729,990,0.047759177963239904,856,0.041294804380336725,20729,851,0.04105359641082541,107,0.005161850547542091,Можно сравнивать
landing_type,product,Волна 1 · январь–февраль,907,975,974,0.9989743589743589,974,0.9989743589743589,0,0,,12,0.012307692307692308,Недостаточно данных
landing_type,home,Волна 1 · январь–февраль,442,548,217,0.395985401459854,139,0.25364963503649635,0,0,,13,0.023722627737226276,Недостаточно данных
landing_type,cart,Волна 1 · январь–февраль,116,117,117,1.0,5,0.042735042735042736,0,0,,117,1.0,Можно сравнивать
landing_type,service,Волна 1 · январь–февраль,20,21,6,0.2857142857142857,4,0.19047619047619047,0,0,,1,0.047619047619047616,Недостаточно данных
landing_type,other,Волна 1 · январь–февраль,8,8,5,0.625,3,0.375,0,0,,2,0.25,Недостаточно данных
landing_type,one_click,Волна 1 · январь–февраль,7,7,7,1.0,0,0.0,0,0,,7,1.0,Недостаточно данных
landing_type,catalog,Волна 2 · апрель,23718,32057,1541,0.048070624200642606,1394,0.043485042268459305,32057,1394,0.043485042268459305,119,0.003712137754624575,Можно сравнивать
landing_type,product,Волна 2 · апрель,866,921,912,0.990228013029316,912,0.990228013029316,0,0,,4,0.004343105320304018,Недостаточно данных
landing_type,home,Волна 2 · апрель,449,519,239,0.4605009633911368,169,0.325626204238921,0,0,,1,0.0019267822736030828,Недостаточно данных
landing_type,cart,Волна 2 · апрель,101,103,103,1.0,2,0.019417475728155338,0,0,,103,1.0,Можно сравнивать
landing_type,other,Волна 2 · апрель,8,11,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
landing_type,service,Волна 2 · апрель,6,10,2,0.2,1,0.1,0,0,,0,0.0,Недостаточно данных
landing_type,one_click,Волна 2 · апрель,8,8,8,1.0,0,0.0,0,0,,8,1.0,Недостаточно данных
landing_type,thank_you,Волна 2 · апрель,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
landing_type,catalog,Все периоды,42066,53235,2685,0.050436742744435055,2382,0.04474499859115244,53235,2377,0.04465107542030619,230,0.004320465858927397,Можно сравнивать
landing_type,product,Все периоды,2010,2224,2214,0.9955035971223022,2214,0.9955035971223022,0,0,,16,0.007194244604316547,Недостаточно данных
landing_type,home,Все периоды,1794,2209,1030,0.46627433227704845,670,0.3033046627433228,0,0,,20,0.009053870529651425,Слабый сигнал
landing_type,cart,Все периоды,221,227,227,1.0,8,0.03524229074889868,0,0,,227,1.0,Можно сравнивать
landing_type,service,Все периоды,48,61,13,0.21311475409836064,7,0.11475409836065574,0,0,,2,0.03278688524590164,Недостаточно данных
landing_type,other,Все периоды,24,28,6,0.21428571428571427,3,0.10714285714285714,0,0,,2,0.07142857142857142,Недостаточно данных
landing_type,one_click,Все периоды,16,16,16,1.0,0,0.0,0,0,,16,1.0,Недостаточно данных
landing_type,thank_you,Все периоды,2,2,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
landing_type,home,Низкий объём · июнь–июль,377,475,251,0.5284210526315789,129,0.27157894736842103,0,0,,2,0.004210526315789474,Недостаточно данных
landing_type,product,Низкий объём · июнь–июль,132,176,176,1.0,176,1.0,0,0,,0,0.0,Недостаточно данных
landing_type,catalog,Низкий объём · июнь–июль,100,122,46,0.3770491803278688,37,0.30327868852459017,122,37,0.30327868852459017,2,0.01639344262295082,Недостаточно данных
landing_type,service,Низкий объём · июнь–июль,12,18,4,0.2222222222222222,1,0.05555555555555555,0,0,,1,0.05555555555555555,Недостаточно данных
landing_type,other,Низкий объём · июнь–июль,7,8,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
landing_type,cart,Низкий объём · июнь–июль,4,7,7,1.0,1,0.14285714285714285,0,0,,7,1.0,Недостаточно данных
landing_type,one_click,Низкий объём · июнь–июль,1,1,1,1.0,0,0.0,0,0,,1,1.0,Недостаточно данных
landing_type,thank_you,Низкий объём · июнь–июль,1,1,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
landing_type,home,Органика · март,554,662,323,0.4879154078549849,233,0.35196374622356497,0,0,,4,0.006042296072507553,Недостаточно данных
landing_type,catalog,Органика · март,265,309,108,0.34951456310679613,95,0.3074433656957929,309,95,0.3074433656957929,2,0.006472491909385114,Недостаточно данных
landing_type,product,Органика · март,118,149,149,1.0,149,1.0,0,0,,0,0.0,Недостаточно данных
landing_type,service,Органика · март,10,12,1,0.08333333333333333,1,0.08333333333333333,0,0,,0,0.0,Недостаточно данных
landing_type,other,Органика · март,1,1,1,1.0,0,0.0,0,0,,0,0.0,Недостаточно данных
landing_type,catalog,Разрыв данных · апрель–июнь,8,18,0,0.0,0,0.0,18,0,0.0,0,0.0,Недостаточно данных
landing_type,home,Разрыв данных · апрель–июнь,1,5,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
landing_type,product,Разрыв данных · апрель–июнь,2,3,3,1.0,3,1.0,0,0,,0,0.0,Недостаточно данных
source_group,Meta · соцсети,Волна 1 · январь–февраль,18065,20624,1144,0.05546935608999224,1022,0.04955391776570985,20344,757,0.03720998820290995,111,0.005382079131109387,Можно сравнивать
source_group,Внутренние переходы,Волна 1 · январь–февраль,716,774,728,0.9405684754521964,611,0.789405684754522,35,7,0.2,126,0.16279069767441862,Можно сравнивать
source_group,Прямые заходы,Волна 1 · январь–февраль,503,614,232,0.3778501628664495,189,0.30781758957654726,298,73,0.24496644295302014,16,0.026058631921824105,Недостаточно данных
source_group,Органический поиск,Волна 1 · январь–февраль,226,267,156,0.5842696629213483,112,0.41947565543071164,14,6,0.42857142857142855,3,0.011235955056179775,Недостаточно данных
source_group,Социальные сети,Волна 1 · январь–февраль,41,43,25,0.5813953488372093,23,0.5348837209302325,11,2,0.18181818181818182,3,0.06976744186046512,Недостаточно данных
source_group,Реферальный трафик,Волна 1 · январь–февраль,31,36,20,0.5555555555555556,15,0.4166666666666667,1,0,0.0,0,0.0,Недостаточно данных
source_group,Партнёр / реферал,Волна 1 · январь–февраль,25,25,8,0.32,6,0.24,25,6,0.24,0,0.0,Недостаточно данных
source_group,Не определено,Волна 1 · январь–февраль,1,18,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
source_group,Meta · платный,Волна 1 · январь–февраль,4,4,3,0.75,3,0.75,1,0,0.0,0,0.0,Недостаточно данных
source_group,Meta · платный,Волна 2 · апрель,23453,31994,1651,0.05160342564230793,1492,0.046633743826967555,31764,1298,0.040863871048986276,139,0.004344564605863599,Можно сравнивать
source_group,Внутренние переходы,Волна 2 · апрель,660,679,668,0.9837997054491899,581,0.8556701030927835,10,5,0.5,88,0.12960235640648013,Направленный сигнал
source_group,Органический поиск,Волна 2 · апрель,304,365,219,0.6,166,0.4547945205479452,9,4,0.4444444444444444,1,0.0027397260273972603,Недостаточно данных
source_group,Прямые заходы,Волна 2 · апрель,293,341,164,0.4809384164222874,142,0.41642228739002934,88,26,0.29545454545454547,4,0.011730205278592375,Недостаточно данных
source_group,Meta · соцсети,Волна 2 · апрель,194,211,88,0.41706161137440756,84,0.3981042654028436,184,61,0.33152173913043476,3,0.014218009478672985,Недостаточно данных
source_group,Социальные сети,Волна 2 · апрель,19,19,11,0.5789473684210527,11,0.5789473684210527,2,0,0.0,0,0.0,Недостаточно данных
source_group,Не определено,Волна 2 · апрель,1,13,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
source_group,Реферальный трафик,Волна 2 · апрель,8,8,4,0.5,2,0.25,0,0,,0,0.0,Недостаточно данных
source_group,Meta · платный,Все периоды,23468,32028,1660,0.05182964905707506,1498,0.046771574871987014,31793,1299,0.040858050514264145,139,0.004339952541526164,Можно сравнивать
source_group,Meta · соцсети,Все периоды,18460,21094,1395,0.0661325495401536,1258,0.05963781170000948,20678,866,0.04188025921268981,115,0.005451787238077178,Можно сравнивать
source_group,Внутренние переходы,Все периоды,1473,1608,1514,0.9415422885572139,1304,0.8109452736318408,88,22,0.25,214,0.13308457711442787,Можно сравнивать
source_group,Прямые заходы,Все периоды,1232,1506,627,0.4163346613545817,505,0.3353253652058433,548,152,0.2773722627737226,26,0.017264276228419653,Слабый сигнал
source_group,Органический поиск,Все периоды,1206,1468,891,0.6069482288828338,637,0.43392370572207084,81,30,0.37037037037037035,15,0.010217983651226158,Недостаточно данных
source_group,Не определено,Все периоды,1,100,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
source_group,Социальные сети,Все периоды,93,97,51,0.5257731958762887,47,0.4845360824742268,20,2,0.1,4,0.041237113402061855,Недостаточно данных
source_group,Реферальный трафик,Все периоды,45,70,39,0.5571428571428572,23,0.32857142857142857,2,0,0.0,0,0.0,Недостаточно данных
source_group,Партнёр / реферал,Все периоды,26,26,9,0.34615384615384615,7,0.2692307692307692,25,6,0.24,0,0.0,Недостаточно данных
source_group,Google · платный,Все периоды,4,4,4,1.0,4,1.0,0,0,,0,0.0,Недостаточно данных
source_group,Email,Все периоды,1,1,1,1.0,1,1.0,0,0,,0,0.0,Недостаточно данных
source_group,Органический поиск,Низкий объём · июнь–июль,250,323,226,0.6996904024767802,145,0.44891640866873067,26,7,0.2692307692307692,8,0.02476780185758514,Недостаточно данных
source_group,Прямые заходы,Низкий объём · июнь–июль,143,175,63,0.36,23,0.13142857142857142,8,2,0.25,3,0.017142857142857144,Недостаточно данных
source_group,Meta · соцсети,Низкий объём · июнь–июль,142,163,125,0.7668711656441718,119,0.7300613496932515,65,24,0.36923076923076925,1,0.006134969325153374,Недостаточно данных
source_group,Внутренние переходы,Низкий объём · июнь–июль,39,65,46,0.7076923076923077,42,0.6461538461538462,20,4,0.2,0,0.0,Недостаточно данных
source_group,Не определено,Низкий объём · июнь–июль,1,40,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
source_group,Социальные сети,Низкий объём · июнь–июль,19,21,11,0.5238095238095238,9,0.42857142857142855,3,0,0.0,1,0.047619047619047616,Недостаточно данных
source_group,Реферальный трафик,Низкий объём · июнь–июль,6,19,12,0.631578947368421,4,0.21052631578947367,0,0,,0,0.0,Недостаточно данных
source_group,Email,Низкий объём · июнь–июль,1,1,1,1.0,1,1.0,0,0,,0,0.0,Недостаточно данных
source_group,Партнёр / реферал,Низкий объём · июнь–июль,1,1,1,1.0,1,1.0,0,0,,0,0.0,Недостаточно данных
source_group,Органический поиск,Органика · март,434,513,290,0.5653021442495126,214,0.4171539961013645,32,13,0.40625,3,0.005847953216374269,Недостаточно данных
source_group,Прямые заходы,Органика · март,307,369,166,0.44986449864498645,149,0.4037940379403794,154,51,0.33116883116883117,3,0.008130081300813009,Недостаточно данных
source_group,Meta · соцсети,Органика · март,76,91,37,0.4065934065934066,32,0.3516483516483517,81,24,0.2962962962962963,0,0.0,Недостаточно данных
source_group,Внутренние переходы,Органика · март,68,89,72,0.8089887640449438,70,0.7865168539325843,22,6,0.2727272727272727,0,0.0,Недостаточно данных
source_group,Не определено,Органика · март,1,29,0,0.0,0,0.0,0,0,,0,0.0,Недостаточно данных
source_group,Meta · платный,Органика · март,12,17,6,0.35294117647058826,3,0.17647058823529413,15,1,0.06666666666666667,0,0.0,Недостаточно данных
source_group,Социальные сети,Органика · март,14,14,4,0.2857142857142857,4,0.2857142857142857,4,0,0.0,0,0.0,Недостаточно данных
source_group,Реферальный трафик,Органика · март,5,7,3,0.42857142857142855,2,0.2857142857142857,1,0,0.0,0,0.0,Недостаточно данных
source_group,Google · платный,Органика · март,4,4,4,1.0,4,1.0,0,0,,0,0.0,Недостаточно данных
source_group,Meta · платный,Разрыв данных · апрель–июнь,6,13,0,0.0,0,0.0,13,0,0.0,0,0.0,Недостаточно данных
source_group,Прямые заходы,Разрыв данных · апрель–июнь,2,7,2,0.2857142857142857,2,0.2857142857142857,0,0,,0,0.0,Недостаточно данных
